case_type,method_id,pair_id,research_query_id,final_label,rank,in_top5,in_top10,example_role,boundary_type,error_type,source
hard_negative_top_k,rrf_bm25_specter2_v1,w4_rq02_002,rq02_stellar_parameters,0,10,0,1,hard_negative,existing_labels_as_input,existing_labels_as_input,data/analysis/w4_query_boundary_examples.csv#qb_010
hard_negative_top_k,rrf_bm25_specter2_v1,w4_rq03_011,rq03_spectral_preprocessing,0,7,0,1,hard_negative,wrong_object_and_method_name,wrong_object_and_method_name,data/analysis/w4_query_boundary_examples.csv#qb_016
hard_negative_top_k,rrf_bm25_specter2_v1,w4_rq03_012,rq03_spectral_preprocessing,0,8,0,1,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_017
hard_negative_top_k,rrf_bm25_specter2_v1,w4_rq03_018,rq03_spectral_preprocessing,0,9,0,1,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_019
hard_negative_top_k,rrf_bm25_specter2_v1,w4_rq03_019,rq03_spectral_preprocessing,0,10,0,1,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_020
hard_negative_top_k,specter2_adhoc_v1,w4_rq01_015,rq01_stellar_classification,0,6,0,1,hard_negative,wrong_modality_and_task,wrong_modality_and_task,data/analysis/w4_query_boundary_examples.csv#qb_005
hard_negative_top_k,specter2_adhoc_v1,w4_rq02_014,rq02_stellar_parameters,0,4,1,1,hard_negative,classification_vs_regression,classification_vs_regression,data/analysis/w4_query_boundary_examples.csv#qb_011
hard_negative_top_k,specter2_adhoc_v1,w4_rq03_012,rq03_spectral_preprocessing,0,6,0,1,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_017
hard_negative_top_k,specter2_adhoc_v1,w4_rq03_019,rq03_spectral_preprocessing,0,8,0,1,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_020
hard_negative_top_k,specter2_adhoc_v1,w4_rq03_011,rq03_spectral_preprocessing,0,9,0,1,hard_negative,wrong_object_and_method_name,wrong_object_and_method_name,data/analysis/w4_query_boundary_examples.csv#qb_016
hard_negative_top_k,tfidf_two_stage_v1,w4_rq01_015,rq01_stellar_classification,0,3,1,1,hard_negative,wrong_modality_and_task,wrong_modality_and_task,data/analysis/w4_query_boundary_examples.csv#qb_005
hard_negative_top_k,tfidf_two_stage_v1,w4_rq01_014,rq01_stellar_classification,0,7,0,1,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_004
hard_negative_top_k,tfidf_two_stage_v1,w4_rq02_014,rq02_stellar_parameters,0,4,1,1,hard_negative,classification_vs_regression,classification_vs_regression,data/analysis/w4_query_boundary_examples.csv#qb_011
hard_negative_top_k,tfidf_two_stage_v1,w4_rq03_019,rq03_spectral_preprocessing,0,7,0,1,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_020
hard_negative_top_k,tfidf_two_stage_v1,w4_rq03_011,rq03_spectral_preprocessing,0,8,0,1,hard_negative,wrong_object_and_method_name,wrong_object_and_method_name,data/analysis/w4_query_boundary_examples.csv#qb_016
