method_id,pair_id,research_query_id,final_label,score,rank,example_role,boundary_type,error_type,source
rrf_bm25_specter2_v1,w4_rq02_009,rq02_stellar_parameters,1,0.02928692699490662,7,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_014,rq02_stellar_parameters,0,0.029138513513513514,8,hard_negative,classification_vs_regression,classification_vs_regression,data/analysis/w4_query_boundary_examples.csv#qb_011
rrf_bm25_specter2_v1,w4_rq02_020,rq02_stellar_parameters,0,0.028717948717948718,9,hard_negative,wrong_modality_no_ml,wrong_modality_no_ml,data/analysis/w4_query_boundary_examples.csv#qb_012
rrf_bm25_specter2_v1,w4_rq02_002,rq02_stellar_parameters,0,0.028404512489927477,10,hard_negative,existing_labels_as_input,existing_labels_as_input,data/analysis/w4_query_boundary_examples.csv#qb_010
rrf_bm25_specter2_v1,w4_rq02_016,rq02_stellar_parameters,1,0.028381642512077296,11,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_011,rq02_stellar_parameters,0,0.02800626713670192,12,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_015,rq02_stellar_parameters,0,0.027809742999616416,13,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_010,rq02_stellar_parameters,0,0.02727272727272727,14,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_004,rq02_stellar_parameters,2,0.02722222222222222,15,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_005,rq02_stellar_parameters,0,0.027106227106227107,16,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_013,rq02_stellar_parameters,0,0.026856524873828405,17,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_007,rq02_stellar_parameters,0,0.026742734890354787,18,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_001,rq02_stellar_parameters,0,0.025807525807525808,19,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq02_019,rq02_stellar_parameters,0,0.025,20,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_014,rq03_spectral_preprocessing,2,0.03278688524590164,1,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_013
rrf_bm25_specter2_v1,w4_rq03_013,rq03_spectral_preprocessing,0,0.030776515151515152,2,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_005,rq03_spectral_preprocessing,0,0.030414746543778803,3,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_020,rq03_spectral_preprocessing,0,0.03036576949620428,4,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_009,rq03_spectral_preprocessing,0,0.03030998851894374,5,boundary,generation_vs_preprocessing,generation_vs_preprocessing,data/analysis/w4_query_boundary_examples.csv#qb_014
rrf_bm25_specter2_v1,w4_rq03_004,rq03_spectral_preprocessing,0,0.029910714285714287,6,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_011,rq03_spectral_preprocessing,0,0.02987736900780379,7,hard_negative,wrong_object_and_method_name,wrong_object_and_method_name,data/analysis/w4_query_boundary_examples.csv#qb_016
rrf_bm25_specter2_v1,w4_rq03_012,rq03_spectral_preprocessing,0,0.029857397504456328,8,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_017
rrf_bm25_specter2_v1,w4_rq03_018,rq03_spectral_preprocessing,0,0.029462365591397848,9,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_019
rrf_bm25_specter2_v1,w4_rq03_019,rq03_spectral_preprocessing,0,0.028404512489927477,10,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_020
rrf_bm25_specter2_v1,w4_rq03_003,rq03_spectral_preprocessing,0,0.028373015873015873,11,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_017,rq03_spectral_preprocessing,0,0.028258706467661692,12,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_010,rq03_spectral_preprocessing,0,0.027598020555767034,13,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_007,rq03_spectral_preprocessing,1,0.027046783625730993,14,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_016,rq03_spectral_preprocessing,0,0.027046783625730993,15,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_002,rq03_spectral_preprocessing,0,0.026905019862766343,16,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_001,rq03_spectral_preprocessing,0,0.02668564312399929,17,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_006,rq03_spectral_preprocessing,0,0.026334026334026334,18,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_015
rrf_bm25_specter2_v1,w4_rq03_008,rq03_spectral_preprocessing,0,0.025645240835114252,19,unclassified,,unclassified,
rrf_bm25_specter2_v1,w4_rq03_015,rq03_spectral_preprocessing,0,0.025158227848101265,20,hard_negative,wrong_astronomical_object,wrong_astronomical_object,data/analysis/w4_query_boundary_examples.csv#qb_018
specter2_adhoc_v1,w4_rq01_001,rq01_stellar_classification,0,-13.7579306798,1,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_016,rq01_stellar_classification,0,-13.774555053,2,boundary,object_classification_vs_stellar_type,object_classification_vs_stellar_type,data/analysis/w4_query_boundary_examples.csv#qb_006
specter2_adhoc_v1,w4_rq01_017,rq01_stellar_classification,2,-13.8901305343,3,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_009,rq01_stellar_classification,0,-14.215873511,4,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_006,rq01_stellar_classification,0,-14.3423859295,5,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_015,rq01_stellar_classification,0,-14.3503045287,6,hard_negative,wrong_modality_and_task,wrong_modality_and_task,data/analysis/w4_query_boundary_examples.csv#qb_005
specter2_adhoc_v1,w4_rq01_008,rq01_stellar_classification,2,-14.3924450027,7,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_002
specter2_adhoc_v1,w4_rq01_013,rq01_stellar_classification,0,-14.4821937486,8,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_007,rq01_stellar_classification,0,-14.7501841611,9,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_011,rq01_stellar_classification,2,-14.7644386455,10,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_019,rq01_stellar_classification,0,-14.9544068865,11,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_002,rq01_stellar_classification,0,-15.0574095909,12,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_010,rq01_stellar_classification,0,-15.4175140493,13,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_003
specter2_adhoc_v1,w4_rq01_004,rq01_stellar_classification,2,-15.7166013969,14,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_001
specter2_adhoc_v1,w4_rq01_020,rq01_stellar_classification,0,-16.2701392491,15,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_018,rq01_stellar_classification,0,-16.4422780991,16,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_005,rq01_stellar_classification,0,-16.4439749254,17,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_003,rq01_stellar_classification,0,-16.6147913374,18,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_012,rq01_stellar_classification,0,-16.957222014,19,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq01_014,rq01_stellar_classification,0,-17.1302362391,20,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_004
specter2_adhoc_v1,w4_rq02_012,rq02_stellar_parameters,2,-14.1710883574,1,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_008
specter2_adhoc_v1,w4_rq02_009,rq02_stellar_parameters,1,-14.387245522,2,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_006,rq02_stellar_parameters,2,-15.1952746393,3,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_014,rq02_stellar_parameters,0,-15.2917706946,4,hard_negative,classification_vs_regression,classification_vs_regression,data/analysis/w4_query_boundary_examples.csv#qb_011
specter2_adhoc_v1,w4_rq02_008,rq02_stellar_parameters,2,-15.2921147203,5,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_007
specter2_adhoc_v1,w4_rq02_017,rq02_stellar_parameters,2,-15.5790214486,6,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_003,rq02_stellar_parameters,1,-15.6179925885,7,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_018,rq02_stellar_parameters,2,-15.7558400374,8,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_009
specter2_adhoc_v1,w4_rq02_016,rq02_stellar_parameters,1,-15.9247467449,9,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_010,rq02_stellar_parameters,0,-16.072678383,10,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_007,rq02_stellar_parameters,0,-16.1458567538,11,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_004,rq02_stellar_parameters,2,-16.2341322863,12,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_002,rq02_stellar_parameters,0,-16.2373627678,13,hard_negative,existing_labels_as_input,existing_labels_as_input,data/analysis/w4_query_boundary_examples.csv#qb_010
specter2_adhoc_v1,w4_rq02_011,rq02_stellar_parameters,0,-16.2373628329,14,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_020,rq02_stellar_parameters,0,-16.2760890915,15,hard_negative,wrong_modality_no_ml,wrong_modality_no_ml,data/analysis/w4_query_boundary_examples.csv#qb_012
specter2_adhoc_v1,w4_rq02_013,rq02_stellar_parameters,0,-16.3251244096,16,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_001,rq02_stellar_parameters,0,-16.4770889867,17,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_005,rq02_stellar_parameters,0,-16.9535007163,18,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_015,rq02_stellar_parameters,0,-17.0098128374,19,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq02_019,rq02_stellar_parameters,0,-17.6552854389,20,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq03_014,rq03_spectral_preprocessing,2,-14.3097528022,1,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_013
specter2_adhoc_v1,w4_rq03_005,rq03_spectral_preprocessing,0,-14.7408293279,2,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq03_020,rq03_spectral_preprocessing,0,-15.1155101753,3,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq03_013,rq03_spectral_preprocessing,0,-15.1656111086,4,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq03_009,rq03_spectral_preprocessing,0,-15.1687240431,5,boundary,generation_vs_preprocessing,generation_vs_preprocessing,data/analysis/w4_query_boundary_examples.csv#qb_014
specter2_adhoc_v1,w4_rq03_012,rq03_spectral_preprocessing,0,-15.2052860009,6,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_017
specter2_adhoc_v1,w4_rq03_017,rq03_spectral_preprocessing,0,-15.8188889259,7,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq03_019,rq03_spectral_preprocessing,0,-15.8316931735,8,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_020
specter2_adhoc_v1,w4_rq03_011,rq03_spectral_preprocessing,0,-15.9349590325,9,hard_negative,wrong_object_and_method_name,wrong_object_and_method_name,data/analysis/w4_query_boundary_examples.csv#qb_016
specter2_adhoc_v1,w4_rq03_004,rq03_spectral_preprocessing,0,-15.9349593231,10,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq03_010,rq03_spectral_preprocessing,0,-16.0900960964,11,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq03_007,rq03_spectral_preprocessing,1,-16.2761755568,12,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq03_001,rq03_spectral_preprocessing,0,-16.4082756147,13,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq03_006,rq03_spectral_preprocessing,0,-16.4434202635,14,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_015
specter2_adhoc_v1,w4_rq03_018,rq03_spectral_preprocessing,0,-16.6102136936,15,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_019
specter2_adhoc_v1,w4_rq03_016,rq03_spectral_preprocessing,0,-16.7880999324,16,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq03_008,rq03_spectral_preprocessing,0,-17.0022090619,17,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq03_002,rq03_spectral_preprocessing,0,-17.0497251623,18,unclassified,,unclassified,
specter2_adhoc_v1,w4_rq03_015,rq03_spectral_preprocessing,0,-17.0737947955,19,hard_negative,wrong_astronomical_object,wrong_astronomical_object,data/analysis/w4_query_boundary_examples.csv#qb_018
specter2_adhoc_v1,w4_rq03_003,rq03_spectral_preprocessing,0,-17.6411105553,20,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_001,rq01_stellar_classification,0,0.5192,1,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_016,rq01_stellar_classification,0,0.406,2,boundary,object_classification_vs_stellar_type,object_classification_vs_stellar_type,data/analysis/w4_query_boundary_examples.csv#qb_006
tfidf_two_stage_v1,w4_rq01_015,rq01_stellar_classification,0,0.4002,3,hard_negative,wrong_modality_and_task,wrong_modality_and_task,data/analysis/w4_query_boundary_examples.csv#qb_005
tfidf_two_stage_v1,w4_rq01_019,rq01_stellar_classification,0,0.3916,4,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_006,rq01_stellar_classification,0,0.3373,5,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_012,rq01_stellar_classification,0,0.3332,6,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_014,rq01_stellar_classification,0,0.3265,7,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_004
tfidf_two_stage_v1,w4_rq01_002,rq01_stellar_classification,0,0.3215,8,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_018,rq01_stellar_classification,0,0.3149,9,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_009,rq01_stellar_classification,0,0.3145,10,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_003,rq01_stellar_classification,0,0.3101,11,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_010,rq01_stellar_classification,0,0.3082,12,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_003
tfidf_two_stage_v1,w4_rq01_008,rq01_stellar_classification,2,0.2984,13,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_002
tfidf_two_stage_v1,w4_rq01_007,rq01_stellar_classification,0,0.2972,14,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_020,rq01_stellar_classification,0,0.2779,15,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_011,rq01_stellar_classification,2,0.2643,16,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_013,rq01_stellar_classification,0,0.259,17,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_004,rq01_stellar_classification,2,0.2437,18,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_001
tfidf_two_stage_v1,w4_rq01_017,rq01_stellar_classification,2,0.2313,19,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq01_005,rq01_stellar_classification,0,0.1762,20,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_008,rq02_stellar_parameters,2,0.3621,1,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_007
tfidf_two_stage_v1,w4_rq02_012,rq02_stellar_parameters,2,0.3109,2,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_008
tfidf_two_stage_v1,w4_rq02_015,rq02_stellar_parameters,0,0.295,3,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_014,rq02_stellar_parameters,0,0.2788,4,hard_negative,classification_vs_regression,classification_vs_regression,data/analysis/w4_query_boundary_examples.csv#qb_011
tfidf_two_stage_v1,w4_rq02_003,rq02_stellar_parameters,1,0.2643,5,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_013,rq02_stellar_parameters,0,0.2509,6,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_006,rq02_stellar_parameters,2,0.2376,7,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_004,rq02_stellar_parameters,2,0.2243,8,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_017,rq02_stellar_parameters,2,0.2205,9,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_019,rq02_stellar_parameters,0,0.1971,10,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_007,rq02_stellar_parameters,0,0.191,11,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_020,rq02_stellar_parameters,0,0.1812,12,hard_negative,wrong_modality_no_ml,wrong_modality_no_ml,data/analysis/w4_query_boundary_examples.csv#qb_012
tfidf_two_stage_v1,w4_rq02_016,rq02_stellar_parameters,1,0.1735,13,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_009,rq02_stellar_parameters,1,0.1607,14,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_005,rq02_stellar_parameters,0,0.1554,15,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_011,rq02_stellar_parameters,0,0.1431,16,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_002,rq02_stellar_parameters,0,0.14,17,hard_negative,existing_labels_as_input,existing_labels_as_input,data/analysis/w4_query_boundary_examples.csv#qb_010
tfidf_two_stage_v1,w4_rq02_018,rq02_stellar_parameters,2,0.1342,18,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_009
tfidf_two_stage_v1,w4_rq02_010,rq02_stellar_parameters,0,0.1268,19,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq02_001,rq02_stellar_parameters,0,0.1137,20,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_020,rq03_spectral_preprocessing,0,0.5081,1,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_014,rq03_spectral_preprocessing,2,0.4263,2,scope_in,,scope_in,data/analysis/w4_query_boundary_examples.csv#qb_013
tfidf_two_stage_v1,w4_rq03_003,rq03_spectral_preprocessing,0,0.39,3,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_010,rq03_spectral_preprocessing,0,0.3421,4,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_002,rq03_spectral_preprocessing,0,0.3388,5,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_007,rq03_spectral_preprocessing,1,0.3249,6,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_019,rq03_spectral_preprocessing,0,0.3032,7,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_020
tfidf_two_stage_v1,w4_rq03_011,rq03_spectral_preprocessing,0,0.2818,8,hard_negative,wrong_object_and_method_name,wrong_object_and_method_name,data/analysis/w4_query_boundary_examples.csv#qb_016
tfidf_two_stage_v1,w4_rq03_013,rq03_spectral_preprocessing,0,0.2745,9,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_009,rq03_spectral_preprocessing,0,0.2698,10,boundary,generation_vs_preprocessing,generation_vs_preprocessing,data/analysis/w4_query_boundary_examples.csv#qb_014
tfidf_two_stage_v1,w4_rq03_005,rq03_spectral_preprocessing,0,0.2577,11,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_004,rq03_spectral_preprocessing,0,0.2557,12,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_012,rq03_spectral_preprocessing,0,0.2362,13,hard_negative,downstream_task,downstream_task,data/analysis/w4_query_boundary_examples.csv#qb_017
tfidf_two_stage_v1,w4_rq03_008,rq03_spectral_preprocessing,0,0.2275,14,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_017,rq03_spectral_preprocessing,0,0.2189,15,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_018,rq03_spectral_preprocessing,0,0.1712,16,hard_negative,wrong_domain,wrong_domain,data/analysis/w4_query_boundary_examples.csv#qb_019
tfidf_two_stage_v1,w4_rq03_001,rq03_spectral_preprocessing,0,0.1586,17,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_016,rq03_spectral_preprocessing,0,0.1583,18,unclassified,,unclassified,
tfidf_two_stage_v1,w4_rq03_015,rq03_spectral_preprocessing,0,0.1578,19,hard_negative,wrong_astronomical_object,wrong_astronomical_object,data/analysis/w4_query_boundary_examples.csv#qb_018
tfidf_two_stage_v1,w4_rq03_006,rq03_spectral_preprocessing,0,0.1425,20,hard_negative,wrong_modality,wrong_modality,data/analysis/w4_query_boundary_examples.csv#qb_015
