openalex_id,title,authors,publication_year,doi,abstract,cited_by_count,source_name,landing_page_url,source_query_ids,source_run_ids,retrieved_at
https://openalex.org/W2567715800,The Galah Survey: Classification and Diagnostics with t-SNE Reduction of Spectral Information,G. Traven; G. Matijevič; T. Zwitter; M. Žerjal; Janez Kos; M. Asplund; Joss Bland‐Hawthorn; Andrew R. Casey; G. De Silva; K. C. Freeman; J. Lin; Sarah L. Martell; Katharine J. Schlesinger; Sanjib Sharma; Jeffrey D. Simpson; D. B. Zucker; Borja Anguiano; G. S. Da Costa; Ly Duong; Jonathan Horner; E. A. Hyde; Prajwal R. Kafle; U. Munari; David M. Nataf; Colin A. Navin; W. Reid; Yuan-Sen Ting,2017,10.3847/1538-4365/228/2/24,"Abstract Galah is an ongoing high-resolution spectroscopic survey with the goal of disentangling the formation history of the Milky Way using the fossil remnants of disrupted star formation sites that are now dispersed around the Galaxy. It is targeting a randomly selected magnitude-limited ( V ≤ 14) sample of stars, with the goal of observing one million objects. To date, 300,000 spectra have been obtained. Not all of them are correctly processed by parameter estimation pipelines, and we need to know about them. We present a semi-automated classification scheme that identifies different types of peculiar spectral morphologies in an effort to discover and flag potentially problematic spectra and thus help to preserve the integrity of the survey results. To this end, we employ the recently developed dimensionality reduction technique t-SNE ( t -distributed stochastic neighbor embedding), which enables us to represent the complex spectral morphology in a two-dimensional projection map while still preserving the properties of the local neighborhoods of spectra. We find that the majority (178,483) of the 209,533 Galah spectra considered in this study represents normal single stars, whereas 31,050 peculiar and problematic spectra with very diverse spectral features pertaining to 28,579 stars are distributed into 10 classification categories: hot stars, cool metal-poor giants, molecular absorption bands, binary stars, H α /H β emission, H α /H β emission superimposed on absorption, H α /H β P-Cygni, H α /H β inverted P-Cygni, lithium absorption, and problematic. Classified spectra with supplementary information are presented in the catalog, indicating candidates for follow-up observations and population studies of the short-lived phases of stellar evolution.",77,The Astrophysical Journal Supplement Series,https://doi.org/10.3847/1538-4365/228/2/24,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2594445930,"An Empirical Template Library of Stellar Spectra for a Wide Range of Spectral Classes, Luminosity Classes, and Metallicities Using SDSS BOSS Spectra",Aurora Y. Kesseli; Andrew A. West; Mark Veyette; Brandon Harrison; D.E. Feldman; John J. Bochanski,2017,10.3847/1538-4365/aa656d,"Abstract We present a library of empirical stellar spectra created using spectra from the Sloan Digital Sky Survey’s Baryon Oscillation Spectroscopic Survey. The templates cover spectral types O5 through L3, are binned by metallicity from −2.0 dex through +1.0 dex, and are separated into main-sequence (dwarf) stars and giant stars. With recently developed M dwarf metallicity indicators, we are able to extend the metallicity bins down through the spectral subtype M8, making this the first empirical library with this degree of temperature and metallicity coverage. The wavelength coverage for the templates is from 3650 to 10200 Å at a resolution of better than R ∼ 2000. Using the templates, we identify trends in color space with metallicity and surface gravity, which will be useful for analyzing large data sets from upcoming missions like the Large Synoptic Survey Telescope. Along with the templates, we are releasing a code for automatically (and/or visually) identifying the spectral type and metallicity of a star.",111,The Astrophysical Journal Supplement Series,https://doi.org/10.3847/1538-4365/aa656d,q02_classification;q03_parameters,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3;20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2607233176,Unsupervised feature-learning for galaxy SEDs with denoising autoencoders,J. Frontera-Pons; F. Sureau; J. Bobin; E. Le Floc’h,2017,10.1051/0004-6361/201630240,"With the increasing number of deep multi-wavelength galaxy surveys, the spectral energy distribution (SED) of galaxies has become an invaluable tool for studying the formation of their structures and their evolution. In this context, standard analysis relies on simple spectro-photometric selection criteria based on a few SED colors. If this fully supervised classification already yielded clear achievements, it is not optimal to extract relevant information from the data. In this article, we propose to employ very recent advances in machine learning, and more precisely in feature learning, to derive a data-driven diagram. We show that the proposed approach based on denoising autoencoders recovers the bi-modality in the galaxy population in an unsupervised manner, without using any prior knowledge on galaxy SED classification. This technique has been compared to principal component analysis (PCA) and to standard color/color representations. In addition, preliminary results illustrate that this enables the capturing of extra physically meaningful information, such as redshift dependence, galaxy mass evolution and variation over the specific star formation rate. PCA also results in an unsupervised representation with physical properties, such as mass and sSFR, although this representation separates out less other characteristics (bimodality, redshift evolution) than denoising autoencoders.",23,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/201630240,q04_preprocessing,20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706,Sat Aug 08 2026 14:43:54 GMT+0800 (中国标准时间)
https://openalex.org/W2611629499,X-rays across the galaxy population – II. The distribution of AGN accretion rates as a function of stellar mass and redshift,James Aird; Alison L. Coil; A. Georgakakis,2017,10.1093/mnras/stx2700,"We use deep Chandra X-ray imaging to measure the distribution of specific black hole accretion rates (LX relative to the stellar mass of the galaxy) and thus trace active galactic nucleus (AGN) activity within star-forming and quiescent galaxies, as a function of stellar mass (from 108.5 to 1011.5 M⊙) and redshift (to z ∼ 4). We adopt near-infrared-selected samples of galaxies from the CANDELS and UltraVISTA surveys, extract X-ray data for every galaxy, and use a flexible Bayesian method to combine these data and to measure the probability distribution function of specific black hole accretion rates, λsBHAR. We identify a broad distribution of λsBHAR in both star-forming and quiescent galaxies – likely reflecting the stochastic nature of AGN fuelling – with a roughly power-law shape that rises towards lower λsBHAR, a steep cut-off at λsBHAR ≳ 0.1–1 (in Eddington equivalent units), and a turnover or flattening at |$\lambda _\mathrm{sBHAR} \lesssim 10^{-3}\hbox{ {to} }10^{-2}$|⁠. We find that the probability of a star-forming galaxy hosting a moderate λsBHAR AGN depends on stellar mass and evolves with redshift, shifting towards higher λsBHAR at higher redshifts. This evolution is truncated at a point corresponding to the Eddington limit, indicating black holes may self-regulate their growth at high redshifts when copious gas is available. The probability of a quiescent galaxy hosting an AGN is generally lower than that of a star-forming galaxy, shows signs of suppression at the highest stellar masses and evolves strongly with redshift. The AGN duty cycle in high-redshift (z ≳ 2) quiescent galaxies thus reaches ∼20 per cent, comparable to the duty cycle in star-forming galaxies of equivalent stellar mass and redshift.",184,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stx2700,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2616663780,Deep learning classification in asteroseismology,Marc Hon; Dennis Stello; Jie Yu,2017,10.1093/mnras/stx1174,"In the power spectra of oscillating red giants, there are visually distinct features defining stars ascending the red giant branch from those that have commenced helium core burning. We train a 1D convolutional neural network by supervised learning to automatically learn these visual features from images of folded oscillation spectra. By training and testing on Kepler red giants, we achieve an accuracy of up to 99 per cent in separating helium-burning red giants from those ascending the red giant branch. The convolutional neural network additionally shows capability in accurately predicting the evolutionary states of 5379 previously unclassified Kepler red giants, by which we now have greatly increased the number of classified stars.",78,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/stx1174,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2740236269,The Fourteenth Data Release of the Sloan Digital Sky Survey: First Spectroscopic Data from the Extended Baryon Oscillation Spectroscopic Survey and from the Second Phase of the Apache Point Observatory Galactic Evolution Experiment,Bela Abolfathi; David S. Aguado; Gabriela Aguilar; Carlos Allende Prieto; Andrés Almeida; Tonima Tasnim Ananna; F. Anders; Scott F. Anderson; Brett H. Andrews; Borja Anguiano; Alfonso Aragón‐Salamanca; M. Argudo–Fernández; E. Armengaud; M. Ata; É. Aubourg; V. Ávila-Reese; Carles Badenes; S. Bailey; Christophe Balland; Kathleen A. Barger; J. K. Barrera-Ballesteros; Curtis Bartosz; Fabienne A. Bastien; Dominic Bates; Falk Baumgarten; Julian Bautista; Rachael L. Beaton; Timothy C. Beers; Francesco Belfiore; Chad F. Bender; Mariangela Bernardi; Matthew A. Bershady; Florian Beutler; Jonathan C. Bird; Dmitry Bizyaev; Guillermo A. Blanc; Michael R. Blanton; Michael Blomqvist; A. Bolton; M. Boquien; J. Borissova; Jo Bovy; Christian Andres Bradna Diaz; William Nielsen Brandt; J. Brinkmann; Joel R. Brownstein; Kevin Bundy; Adam J. Burgasser; E. Burtin; Nicolás G. Busca; Caleb I. Cañas; M. Cano-Díaz; Michele Cappellari; R. Carrera; Andrew R. Casey; Bernardo Cervantes Sodi; Yanping Chen; Brian Cherinka; C. Chiappini; Peter Doohyun Choi; Drew Chojnowski; Chia-Hsun Chuang; Haeun Chung; Nicolas Clerc; Roger E. Cohen; Julia M. Comerford; Johan Comparat; Janaina Correa do Nascimento; L. N. da Costa; Marie-Claude Cousinou; Kevin R. Covey; Jeffrey D. Crane; I. Cruz-González; Kátia Cunha; Gabriele S Ilha; G. Damke; Jeremy Darling; James W. Davidson; Kyle Dawson; Miguel Icaza-Lizaola; Axel de la Macorra; Sylvain de la Torre; Nathan De Lee; Victoria de Sainte Agathe; Alice Deconto Machado; F. Dell’Agli; Timothée Delubac; Aleksandar M. Diamond‐Stanic; John Donor; Juan José Downes; Niv Drory; Hélion du Mas des Bourboux; Christopher Duckworth; T. Dwelly; Jamie Dyer; Garrett Ebelke; Arthur Eigenbrot; Daniel J. Eisenstein; Y. Elsworth; Éric Emsellem,2018,10.3847/1538-4365/aa9e8a,"Abstract The fourth generation of the Sloan Digital Sky Survey (SDSS-IV) has been in operation since 2014 July. This paper describes the second data release from this phase, and the 14th from SDSS overall (making this Data Release Fourteen or DR14). This release makes the data taken by SDSS-IV in its first two years of operation (2014–2016 July) public. Like all previous SDSS releases, DR14 is cumulative, including the most recent reductions and calibrations of all data taken by SDSS since the first phase began operations in 2000. New in DR14 is the first public release of data from the extended Baryon Oscillation Spectroscopic Survey; the first data from the second phase of the Apache Point Observatory (APO) Galactic Evolution Experiment (APOGEE-2), including stellar parameter estimates from an innovative data-driven machine-learning algorithm known as “The Cannon”; and almost twice as many data cubes from the Mapping Nearby Galaxies at APO (MaNGA) survey as were in the previous release ( N = 2812 in total). This paper describes the location and format of the publicly available data from the SDSS-IV surveys. We provide references to the important technical papers describing how these data have been taken (both targeting and observation details) and processed for scientific use. The SDSS web site ( www.sdss.org ) has been updated for this release and provides links to data downloads, as well as tutorials and examples of data use. SDSS-IV is planning to continue to collect astronomical data until 2020 and will be followed by SDSS-V.",1051,The Astrophysical Journal Supplement Series,https://doi.org/10.3847/1538-4365/aa9e8a,q03_parameters,20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2,Sat Aug 08 2026 14:43:51 GMT+0800 (中国标准时间)
https://openalex.org/W2745394653,Analyzing γ rays of the Galactic Center with deep learning,S. Caron; G. A. Gomez-Vargas; Luc Hendriks; Roberto Ruiz de Austri,2018,10.1088/1475-7516/2018/05/058,"We present the application of convolutional neural networks to a particular problem in gamma ray astronomy. Explicitly, we use this method to investigate the origin of an excess emission of GeV γ rays in the direction of the Galactic Center, reported by several groups by analyzing Fermi -LAT data. Interpretations of this excess include γ rays created by the annihilation of dark matter particles and γ rays originating from a collection of unresolved point sources, such as millisecond pulsars. We train and test convolutional neural networks with simulated Fermi -LAT images based on point and diffuse emission models of the Galactic Center tuned to measured γ ray data. Our new method allows precise measurements of the contribution and properties of an unresolved population of γ ray point sources in the interstellar diffuse emission model. The current model predicts the fraction of unresolved point sources with an error of up to 10% and this is expected to decrease with future work.",34,Journal of Cosmology and Astroparticle Physics,https://doi.org/10.1088/1475-7516/2018/05/058,q04_preprocessing,20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706,Sat Aug 08 2026 14:43:54 GMT+0800 (中国标准时间)
https://openalex.org/W2777402735,Carbon Stars Identified from LAMOST DR4 Using Machine Learning,Yin-Bi Li; A-Li Luo; Changde Du; Fang Zuo; Mengxin Wang; Gang Zhao; Biwei Jiang; Huawei Zhang; Chao Liu; Li Qin; Rui Wang; Bing Du; Yanxin Guo; Bo Wang; Zhanwen Han; Maosheng Xiang; Yang Huang; Bingqiu Chen; Jian-Jun Chen; Xiao Kong; Wen Hou; Yihan Song; You-Fen Wang; Ke-Fei Wu; Jiannan Zhang; Yong Zhang; Yuefei Wang; Zihuang Cao; Yonghui Hou; Yongheng Zhao,2018,10.3847/1538-4365/aaa415,"Abstract In this work, we present a catalog of 2651 carbon stars from the fourth Data Release (DR4) of the Large Sky Area Multi-Object Fiber Spectroscopy Telescope (LAMOST). Using an efficient machine-learning algorithm, we find these stars from more than 7 million spectra. As a by-product, 17 carbon-enhanced metal-poor turnoff star candidates are also reported in this paper, and they are preliminarily identified by their atmospheric parameters. Except for 176 stars that could not be given spectral types, we classify the other 2475 carbon stars into five subtypes: 864 C-H, 226 C-R, 400 C-J, 266 C-N, and 719 barium stars based on a series of spectral features. Furthermore, we divide the C-J stars into three subtypes, C-J(H), C-J(R), and C-J(N), and about 90% of them are cool N-type stars as expected from previous literature. Besides spectroscopic classification, we also match these carbon stars to multiple broadband photometries. Using ultraviolet photometry data, we find that 25 carbon stars have FUV detections and that they are likely to be in binary systems with compact white dwarf companions.",67,The Astrophysical Journal Supplement Series,https://doi.org/10.3847/1538-4365/aaa415,q02_classification;q03_parameters,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3;20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2778437674,Machine learning technique for morphological classification of galaxies from the SDSS,I. B. Vavilova; D. V. Dobrycheva; M. Yu. Vasylenko; A. A. Elyiv; O. V. Melnyk; V. Khramtsov,2021,10.1051/0004-6361/202038981,"Context. Machine learning methods are effective tools in astronomical tasks for classifying objects by their individual features. One of the promising utilities is related to the morphological classification of galaxies at different redshifts. Aims. We use the photometry-based approach for the SDSS data (1) to exploit five supervised machine learning techniques and define the most effective among them for the automated galaxy morphological classification; (2) to test the influence of photometry data on morphology classification; (3) to discuss problem points of supervised machine learning and labeling bias; and (4) to apply the best fitting machine learning methods for revealing the unknown morphological types of galaxies from the SDSS DR9 at z &lt; 0.1. Methods. We used different galaxy classification techniques: human labeling, multi-photometry diagrams, naive Bayes, logistic regression, support-vector machine, random forest, k -nearest neighbors. Results. We present the results of a binary automated morphological classification of galaxies conducted by human labeling, multi-photometry, and five supervised machine learning methods. We applied it to the sample of galaxies from the SDSS DR9 with redshifts of 0.02 &lt; z &lt; 0.1 and absolute stellar magnitudes of −24 m &lt; M r &lt; −19.4 m . For the analysis we used absolute magnitudes M u , M g , M r , M i , M z ; color indices M u − M r , M g − M i , M u − M g , M r − M z ; and the inverse concentration index to the center R 50/ R 90. We determined the ability of each method to predict the morphological type, and verified various dependencies of the method’s accuracy on redshifts, human labeling, morphological shape, and overlap of different morphological types for galaxies with the same color indices. We find that the morphology based on the supervised machine learning methods trained over photometric parameters demonstrates significantly less bias than the morphology based on citizen-science classifiers. Conclusions. The support-vector machine and random forest methods with Scikit-learn software machine learning library in Python provide the highest accuracy for the binary galaxy morphological classification. Specifically, the success rate is 96.4% for support-vector machine (96.1% early E and 96.9% late L types) and 95.5% for random forest (96.7% early E and 92.8% late L types). Applying the support-vector machine for the sample of 316 031 galaxies from the SDSS DR9 at z &lt; 0.1 with unknown morphological types, we found 139 659 E and 176 372 L types among them.",44,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/202038981,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2784396444,Machine-learning-based Brokers for Real-time Classification of the LSST Alert Stream,Gautham Narayan; Tayeb Zaidi; Monika D. Soraisam; Zhe Wang; Michelle Lochner; Thomas Matheson; Abhijit Saha; Shuo Yang; Zhenge Zhao; John Kececioglu; Carlos Scheidegger; Richard T. Snodgrass; Tim Axelrod; Tim Jenness; Robert S. Maier; Stephen T. Ridgway; Robert L. Seaman; Eric Michael Evans; Navdeep Singh; Clark Taylor; Jackson Toeniskoetter; Eric Welch; Songzhe Zhu,2018,10.3847/1538-4365/aab781,"Abstract The unprecedented volume and rate of transient events that will be discovered by the Large Synoptic Survey Telescope (LSST) demand that the astronomical community update its follow-up paradigm. Alert-brokers—automated software system to sift through, characterize, annotate, and prioritize events for follow-up—will be critical tools for managing alert streams in the LSST era. The Arizona-NOAO Temporal Analysis and Response to Events System ( ANTARES ) is one such broker. In this work, we develop a machine learning pipeline to characterize and classify variable and transient sources only using the available multiband optical photometry. We describe three illustrative stages of the pipeline, serving the three goals of early, intermediate, and retrospective classification of alerts. The first takes the form of variable versus transient categorization, the second a multiclass typing of the combined variable and transient data set, and the third a purity-driven subtyping of a transient class. Although several similar algorithms have proven themselves in simulations, we validate their performance on real observations for the first time. We quantitatively evaluate our pipeline on sparse, unevenly sampled, heteroskedastic data from various existing observational campaigns, and demonstrate very competitive classification performance. We describe our progress toward adapting the pipeline developed in this work into a real-time broker working on live alert streams from time-domain surveys.",95,The Astrophysical Journal Supplement Series,https://doi.org/10.3847/1538-4365/aab781,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2795071146,Dissecting stellar chemical abundance space with t-SNE,F. Anders; C. Chiappini; B. X. Santiago; G. Matijevič; A. B. Queiroz; M. Steinmetz; G. Guiglion,2018,10.1051/0004-6361/201833099,"In the era of large-scale Galactic astronomy and multi-object spectroscopic stellar surveys, the sample sizes and the number of available stellar chemical abundances have reached dimensions in which it has become difficult to process all the available information in an effective manner. In this paper we demonstrate the use of a dimensionality-reduction technique (t-distributed stochastic neighbour embedding; t-SNE) for analysing the stellar abundance-space distribution. While the non-parametric non-linear behaviour of this technique makes it difficult to estimate the significance of any abundance-space substructure found, we show that our results depend little on parameter choices and are robust to abundance errors. By reanalysing the high-resolution high-signal-to-noise solar-neighbourhood HARPS-GTO sample with t-SNE, we find clearer chemical separations of the high- and low-[ α /Fe] disc sequences, hints for multiple populations in the high-[ α /Fe] population, and indications that the chemical evolution of the high-[ α /Fe] metal-rich stars is connected with the super-metal-rich stars. We also identify a number of chemically peculiar stars, among them a high-confidence s -process-enhanced abundance-ratio pair (HD 91345/HD 126681) with very similar ages and v X and v Y velocities, which we suggest have a common birth origin, possibly a dwarf galaxy. Our results demonstrate the potential of abundance-space t-SNE and similar methods for chemical-tagging studies with large spectroscopic surveys.",89,Astronomy and Astrophysics,https://doi.org/10.1051/0004-6361/201833099,q03_parameters,20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2,Sat Aug 08 2026 14:43:51 GMT+0800 (中国标准时间)
https://openalex.org/W2797439311,Binary Companions of Evolved Stars in APOGEE DR14: Search Method and Catalog of ∼5000 Companions,Adrian M. Price-Whelan; David W. Hogg; Hans-Walter Rix; Nathan De Lee; Steven R. Majewski; David L. Nidever; Nicholas Troup; José G. Fernández-Trincado; Domingo A. García-Hernández; Penélope Longa-Peña; Christian Nitschelm; Jennifer Sobeck; Olga Zamora,2018,10.3847/1538-3881/aac387,"Abstract Multi-epoch radial velocity measurements of stars can be used to identify stellar, substellar, and planetary-mass companions. Even a small number of observation epochs can be informative about companions, though there can be multiple qualitatively different orbital solutions that fit the data. We have custom-built a Monte Carlo sampler ( The Joker ) that delivers reliable (and often highly multimodal) posterior samplings for companion orbital parameters given sparse radial velocity data. Here we use The Joker to perform a search for companions to 96,231 red giant stars observed in the APOGEE survey (DR14) with ≥3 spectroscopic epochs. We select stars with probable companions by making a cut on our posterior belief about the amplitude of the variation in stellar radial velocity induced by the orbit. We provide (1) a catalog of 320 companions for which the stellar companion’s properties can be confidently determined, (2) a catalog of 4898 stars that likely have companions, but would require more observations to uniquely determine the orbital properties, and (3) posterior samplings for the full orbital parameters for all stars in the parent sample. We show the characteristics of systems with confidently determined companion properties and highlight interesting systems with candidate compact object companions.",3721,The Astronomical Journal,https://doi.org/10.3847/1538-3881/aac387,q03_parameters,20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2,Sat Aug 08 2026 14:43:51 GMT+0800 (中国标准时间)
https://openalex.org/W2798158223,The GALAH Survey: second data release,Sven Buder; M. Asplund; Ly Duong; Janez Kos; K. Lind; Melissa Ness; Sanjib Sharma; Joss Bland‐Hawthorn; Andrew R. Casey; Gayandhi M De Silva; V. D’Orazi; K. C. Freeman; Geraint F. Lewis; Jane Lin; Sarah L. Martell; Katharine J. Schlesinger; Jeffrey D. Simpson; D. B. Zucker; T. Zwitter; A. M. Amarsi; Borja Anguiano; D. Carollo; L. Casagrande; Klemen Čotar; P. L. Cottrell; Gary Da Costa; Xudong Gao; Michael Hayden; Jonathan Horner; Michael Ireland; Prajwal R. Kafle; U. Munari; David M. Nataf; Thomas Nordlander; Dennis Stello; Yuan-Sen Ting; G. Traven; Fred Watson; Robert A. Wittenmyer; Rosemary F. Ġ. Wyse; David Yong; Joel Zinn; M. Žerjal,2018,10.1093/mnras/sty1281,"The Galactic Archaeology with HERMES (GALAH) survey is a large-scale stellar spectroscopic survey of theMilkyWay, designed to deliver complementary chemical information to a large number of stars covered by the Gaia mission. We present the GALAH second public data release (GALAH DR2) containing 342 682 stars. For these stars, the GALAH collaboration provides stellar parameters and abundances for up to 23 elements to the community. Here we present the target selection, observation, data reduction, and detailed explanation of how the spectra were analysed to estimate stellar parameters and element abundances. For the stellar analysis, we have used a multistep approach. We use the physics-driven spectrum synthesis of Spectroscopy Made Easy (SME) to derive stellar labels (Teff, logg, [Fe/H], [X/Fe], vmic, vsin i, AKS) for a representative training set of stars. This information is then propagated to the whole sample with the data-driven method of The Cannon. Special care has been exercised in the spectral synthesis to only consider spectral lines that have reliable atomic input data and are little affected by blending lines. Departures from local thermodynamic equilibrium (LTE) are considered for several key elements, including Li, O, Na, Mg, Al, Si, and Fe, using 1D MARCS stellar atmosphere models. Validation tests including repeat observations, Gaia benchmark stars, open and globular clusters, and K2 asteroseismic targets lend confidence to our methods and results. Combining the GALAH DR2 catalogue with the kinematic information from Gaia will enable a wide range of Galactic Archaeology studies, with unprecedented detail, dimensionality, and scope.",372,Monthly Notices of the Royal Astronomical Society,https://doi.org/10.1093/mnras/sty1281,q03_parameters,20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2,Sat Aug 08 2026 14:43:51 GMT+0800 (中国标准时间)
https://openalex.org/W2899864468,Machine Learning Applied to Star–Galaxy–QSO Classification and Stellar Effective Temperature Regression,Yu Bai; JiFeng Liu; Song Wang; Fan Yang,2018,10.3847/1538-3881/aaf009,"Abstract In modern astrophysics, machine learning has increasingly gained popularity with its incredibly powerful ability to make predictions or calculated suggestions for large amounts of data. We describe an application of the supervised machine-learning algorithm, random forests (RF), to the star/galaxy/QSO classification and the stellar effective temperature regression based on the combination of Large Sky Area Multi-Object Fiber Spectroscopic Telescope and Sloan Digital Sky Survey spectroscopic data. This combination enables us to obtain reliable predictions with one of the largest training samples ever used. The training samples are built with a nine-color data set of about three million objects for the classification and a seven-color data set of over one million stars for the regression. The performance of the classification and regression is examined with validation and blind tests on the objects in the RAdial Velocity Extension, 6dFGS, UV-bright Quasar Survey and Apache Point Observatory Galactic Evolution Experiment surveys. We demonstrate that RF is an effective algorithm, with classification accuracies higher than 99% for stars and galaxies, and higher than 94% for QSOs. These accuracies are higher than machine-learning results in former studies. The total standard deviations of the regression are smaller than 200 K, which is similar to those of some spectrum-based methods. The machine-learning algorithm with the broad-band photometry provides us with a more efficient approach for dealing with massive amounts of astrophysical data than do traditional color cuts and spectral energy distribution fits.",49,The Astronomical Journal,https://doi.org/10.3847/1538-3881/aaf009,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
https://openalex.org/W2900811782,Accuracy and Precision of Industrial Stellar Abundances,Paula Jofré; Ulrike Heiter; Caroline Soubiran,2019,10.1146/annurev-astro-091918-104509,"There has been an incredibly large investment in obtaining high-resolution stellar spectra for determining chemical abundances of stars. This information is crucial to answer fundamental questions in astronomy by constraining the formation and evolution scenarios of the Milky Way as well as the stars and planets residing in it. We have just entered a new era, in which chemical abundances of FGK-type stars are being produced at industrial scales, and in which the observations, reduction, and analysis of the data are automatically performed by machines. Here, we review the latest human efforts to assess the accuracy and precision of such industrial abundances by providing insights into the steps and uncertainties associated with the process of determining stellar abundances. We also provide a description of current and forthcoming spectroscopic surveys, focusing on their reported abundances and uncertainties. This allows us to identify which elements and spectral lines are best and why. Finally, we make a brief selection of main scientific questions the community is aiming to answer with abundances. ▪ Uncertainties in abundances need to be disentangled into random and systematic components. ▪ Precision can be increased by applying differential or data-driven methods based on accurate data. ▪ High-resolution and signal-to-noise spectra provide fundamental data that can be used to calibrate lower-resolution and signal-to-noise spectra of millions of stars. ▪ Different survey calibration strategies must agree on a common set of reference stars to create data products that are consistent. ▪ Data products provided by individual groups must be published using standard formats to ensure straightforward applicability.",179,Annual Review of Astronomy and Astrophysics,https://doi.org/10.1146/annurev-astro-091918-104509,q03_parameters,20260808_144349256507_live_pr31-q02_stellar-spectrum-effective-temperature-surface-g_n30_3f6cf2,Sat Aug 08 2026 14:43:51 GMT+0800 (中国标准时间)
https://openalex.org/W2920947047,The Challenge of Machine Learning in Space Weather: Nowcasting and Forecasting,Enrico Camporeale,2019,10.1029/2018sw002061,"Abstract The numerous recent breakthroughs in machine learning make imperative to carefully ponder how the scientific community can benefit from a technology that, although not necessarily new, is today living its golden age. This Grand Challenge review paper is focused on the present and future role of machine learning in Space Weather. The purpose is twofold. On one hand, we will discuss previous works that use machine learning for Space Weather forecasting, focusing in particular on the few areas that have seen most activity: the forecasting of geomagnetic indices, of relativistic electrons at geosynchronous orbits, of solar flares occurrence, of coronal mass ejection propagation time, and of solar wind speed. On the other hand, this paper serves as a gentle introduction to the field of machine learning tailored to the Space Weather community and as a pointer to a number of open challenges that we believe the community should undertake in the next decade. The recurring themes throughout the review are the need to shift our forecasting paradigm to a probabilistic approach focused on the reliable assessment of uncertainties, and the combination of physics‐based and machine learning approaches, known as gray box.",405,Space Weather,https://doi.org/10.1029/2018sw002061,q02_classification,20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3,Sat Aug 08 2026 14:43:46 GMT+0800 (中国标准时间)
